ds,y
2020-01-27 19:10:00,342.71266447368424
2020-01-27 19:15:00,334.5432565789473
2020-01-27 19:20:00,327.91578947368424
2020-01-27 19:25:00,339.90822368421055
2020-01-27 19:30:00,347.6126644736842
2020-01-27 19:35:00,354.03578947368425
2020-01-27 19:40:00,330.8065789473684
2020-01-27 19:45:00,347.2725328947368
2020-01-27 19:50:00,348.61508771929823
2020-01-27 19:55:00,332.35345394736845
2020-01-27 20:00:00,330.35493421052627
2020-01-27 20:05:00,344.15175438596486
2020-01-27 20:10:00,352.59539473684214
2020-01-27 20:15:00,370.9557565789474
2020-01-27 20:20:00,380.3070175438597
2020-01-27 20:25:00,374.29539473684207
2020-01-27 20:30:00,381.66019736842105
2020-01-27 20:35:00,368.93035087719295
2020-01-27 20:40:00,373.68289473684206
2020-01-27 20:45:00,374.7126644736842
2020-01-27 20:50:00,383.66508771929824
2020-01-27 20:55:00,394.65953947368416
2020-01-27 21:00:00,368.21628289473693
2020-01-27 21:05:00,359.4961403508772
2020-01-27 21:10:00,356.8657894736842
2020-01-27 21:15:00,364.6027960526316
2020-01-27 21:20:00,367.989649122807
2020-01-27 21:25:00,376.4299342105263
2020-01-27 21:30:00,371.3667763157895
2020-01-27 21:35:00,380.43350877192984
2020-01-27 21:40:00,374.0845394736842
2020-01-27 21:45:00,375.2644736842105
2020-01-27 21:50:00,378.86017543859646
2020-01-27 21:55:00,391.4503289473684
2020-01-27 22:00:00,391.24753289473693
2020-01-27 22:05:00,390.44228070175444
2020-01-27 22:10:00,402.90937500000007
2020-01-27 22:15:00,415.04473684210535
2020-01-27 22:20:00,392.04078947368424
2020-01-27 22:25:00,400.6893092105263
2020-01-27 22:30:00,414.95877192982454
2020-01-27 22:35:00,422.0106907894737
2020-01-27 22:40:00,409.97039473684214
2020-01-27 22:45:00,410.91789473684213
2020-01-27 22:50:00,425.1717105263158
2020-01-27 22:55:00,435.2481907894738
2020-01-27 23:00:00,411.9419298245614
2020-01-27 23:05:00,420.69736842105266
2020-01-27 23:10:00,431.82763157894726
2020-01-27 23:15:00,438.35456140350874
2020-01-27 23:20:00,416.33651315789473
2020-01-27 23:25:00,403.0871710526315
2020-01-27 23:30:00,411.7831578947368
2020-01-27 23:35:00,412.4157894736842
2020-01-27 23:40:00,403.6253289473685
2020-01-27 23:45:00,397.49842105263156
2020-01-27 23:50:00,399.73229166666664
2020-01-27 23:55:00,385.7011513157895
2020-01-28 00:00:00,341.309649122807
2020-01-28 00:05:00,357.8748355263158
2020-01-28 00:10:00,356.1226973684211
2020-01-28 00:15:00,351.5766666666667
2020-01-28 00:20:00,348.4815789473684
2020-01-28 00:25:00,348.95904605263155
2020-01-28 00:30:00,345.7735087719298
2020-01-28 00:35:00,344.6963815789474
2020-01-28 00:40:00,336.09226973684207
2020-01-28 00:45:00,331.5385964912281
2020-01-28 00:50:00,323.05690789473675
2020-01-28 00:55:00,322.24605263157895
2020-01-28 01:00:00,307.1926817042606
2020-01-28 01:05:00,304.0465460526315
2020-01-28 01:10:00,305.0904605263158
2020-01-28 01:15:00,308.3989473684211
2020-01-28 01:20:00,293.98338815789475
2020-01-28 01:25:00,283.44703947368424
2020-01-28 01:30:00,284.6691228070176
2020-01-28 01:35:00,279.6597039473684
2020-01-28 01:40:00,268.17401315789476
2020-01-28 01:45:00,268.2149122807017
2020-01-28 01:50:00,276.2657894736842
2020-01-28 01:55:00,245.33503289473683
2020-01-28 02:00:00,258.0889473684211
2020-01-28 02:05:00,262.21217105263156
2020-01-28 02:10:00,261.1266447368421
2020-01-28 02:15:00,256.5212280701754
2020-01-28 02:20:00,239.65098684210525
2020-01-28 02:25:00,233.85690789473682
2020-01-28 02:30:00,225.85877192982454
2020-01-28 02:35:00,227.9917763157895
2020-01-28 02:40:00,223.37039473684212
2020-01-28 02:45:00,226.3842105263158
2020-01-28 02:50:00,225.73042763157895
2020-01-28 02:55:00,221.58289473684215
2020-01-28 03:00:00,210.44631578947372
2020-01-28 03:05:00,213.84983552631576
2020-01-28 03:10:00,207.17286184210525
2020-01-28 03:15:00,210.27210526315793
2020-01-28 03:20:00,206.39440789473684
2020-01-28 03:25:00,208.95115131578947
2020-01-28 03:30:00,207.1157894736842
2020-01-28 03:35:00,208.87154605263157
2020-01-28 03:40:00,201.30263157894734
2020-01-28 03:45:00,208.32578947368418
2020-01-28 03:50:00,203.60542763157895
2020-01-28 03:55:00,181.8643092105263
2020-01-28 04:00:00,192.9273684210526
2020-01-28 04:05:00,191.33782894736837
2020-01-28 04:10:00,197.57631578947368
2020-01-28 04:15:00,202.54771929824562
2020-01-28 04:20:00,199.47532894736844
2020-01-28 04:25:00,193.87055921052632
2020-01-28 04:30:00,202.38280701754385
2020-01-28 04:35:00,189.84671052631577
2020-01-28 04:40:00,189.01332236842103
2020-01-28 04:45:00,196.53245614035086
2020-01-28 04:50:00,196.04358552631578
2020-01-28 04:55:00,192.42236842105262
2020-01-28 05:00:00,197.03561403508775
2020-01-28 05:05:00,194.13437499999998
2020-01-28 05:10:00,190.24490131578943
2020-01-28 05:15:00,202.30140350877198
2020-01-28 05:20:00,194.83075657894733
2020-01-28 05:25:00,196.5442434210526
2020-01-28 05:30:00,208.19912280701752
2020-01-28 05:35:00,200.4110197368421
2020-01-28 05:40:00,201.7819078947369
2020-01-28 05:45:00,204.82070175438596
2020-01-28 05:50:00,201.83552631578954
2020-01-28 05:55:00,187.49819078947365
2020-01-28 06:00:00,211.27298245614034
2020-01-28 06:05:00,211.1427396616541
2020-01-28 06:10:00,220.94325657894743
2020-01-28 06:15:00,228.77228070175437
2020-01-28 06:20:00,228.74769736842103
2020-01-28 06:25:00,238.84029605263152
2020-01-28 06:30:00,233.8257894736842
2020-01-28 06:35:00,246.25361842105266
2020-01-28 06:40:00,248.05361842105262
2020-01-28 06:45:00,243.04543859649124
2020-01-28 06:50:00,251.41924342105267
2020-01-28 06:55:00,261.03486842105264
2020-01-28 07:00:00,266.4664912280702
2020-01-28 07:05:00,284.93881578947367
2020-01-28 07:10:00,283.78108552631585
2020-01-28 07:15:00,282.5208771929825
2020-01-28 07:20:00,282.47582236842106
2020-01-28 07:25:00,286.13651315789474
2020-01-28 07:30:00,292.94157894736844
2020-01-28 07:35:00,282.5827302631579
2020-01-28 07:40:00,283.9435855263158
2020-01-28 07:45:00,294.39385964912276
2020-01-28 07:50:00,284.87138157894736
2020-01-28 07:55:00,257.0461403508772
2020-01-28 08:00:00,268.1667763157895
2020-01-28 08:05:00,280.88996710526317
2020-01-28 08:10:00,284.1324013157895
2020-01-28 08:15:00,289.4147368421053
2020-01-28 08:20:00,289.06513157894733
2020-01-28 08:25:00,269.21809210526317
2020-01-28 08:30:00,267.1712280701754
2020-01-28 08:35:00,271.86940789473687
2020-01-28 08:40:00,266.43980263157897
2020-01-28 08:45:00,263.8671929824561
2020-01-28 08:50:00,260.2136513157895
2020-01-28 08:55:00,263.2123355263158
2020-01-28 09:00:00,248.92929824561404
2020-01-28 09:05:00,246.67384868421053
2020-01-28 09:10:00,248.71348684210528
2020-01-28 09:15:00,251.1645614035088
2020-01-28 09:20:00,256.68108552631577
2020-01-28 09:25:00,250.93009868421052
2020-01-28 09:30:00,264.30263157894734
2020-01-28 09:35:00,255.9050986842105
2020-01-28 09:40:00,259.21776315789475
2020-01-28 09:45:00,249.450701754386
2020-01-28 09:50:00,251.94638157894738
2020-01-28 09:55:00,235.09917763157893
2020-01-28 10:00:00,245.36701754385965
2020-01-28 10:05:00,266.87582236842104
2020-01-28 10:10:00,262.9057565789473
2020-01-28 10:15:00,261.6142105263158
2020-01-28 10:20:00,256.84753289473684
2020-01-28 10:25:00,252.2422697368421
2020-01-28 10:30:00,255.36385964912284
2020-01-28 10:35:00,259.0837171052632
2020-01-28 10:40:00,266.31677631578947
2020-01-28 10:45:00,261.0750877192982
2020-01-28 10:50:00,260.35345394736845
2020-01-28 10:55:00,262.02697368421053
2020-01-28 11:00:00,261.3368421052632
2020-01-28 11:05:00,249.0419407894737
2020-01-28 11:10:00,263.67582236842105
2020-01-28 11:15:00,260.3959649122807
2020-01-28 11:20:00,260.70197368421054
2020-01-28 11:25:00,262.38087719298244
2020-01-28 11:30:00,264.59638157894733
2020-01-28 11:35:00,259.3840460526316
2020-01-28 11:40:00,266.02526315789476
2020-01-28 11:45:00,277.78799342105265
2020-01-28 11:50:00,282.28442982456136
2020-01-28 11:55:00,255.93982456140353
2020-01-28 12:00:00,292.5026315789474
2020-01-28 12:05:00,308.22944078947364
2020-01-28 12:10:00,325.8564912280701
2020-01-28 12:15:00,352.13371710526326
2020-01-28 12:20:00,362.2921052631579
2020-01-28 12:25:00,363.4680701754386
2020-01-28 12:30:00,366.32401315789474
2020-01-28 12:35:00,376.78453947368416
2020-01-28 12:40:00,370.33526315789476
2020-01-28 12:45:00,367.6970394736842
2020-01-28 12:50:00,372.6386513157895
2020-01-28 12:55:00,359.4680701754386
2020-01-28 13:00:00,309.69950657894736
2020-01-28 13:05:00,307.34983552631576
2020-01-28 13:10:00,310.07614035087715
2020-01-28 13:15:00,303.5069078947368
2020-01-28 13:20:00,310.0286184210526
2020-01-28 13:25:00,301.8563157894736
2020-01-28 13:30:00,304.12993421052636
2020-01-28 13:35:00,291.10427631578943
2020-01-28 13:40:00,296.50631578947366
2020-01-28 13:45:00,286.9485197368421
2020-01-28 13:50:00,285.24901315789475
2020-01-28 13:55:00,265.3066666666666
2020-01-28 14:00:00,271.4610197368421
2020-01-28 14:05:00,268.84243421052633
2020-01-28 14:10:00,283.06157894736845
2020-01-28 14:15:00,283.45690789473684
2020-01-28 14:20:00,272.96118421052637
2020-01-28 14:25:00,274.4742105263158
2020-01-28 14:30:00,282.81726973684204
2020-01-28 14:35:00,272.60213815789473
2020-01-28 14:40:00,274.8573684210527
2020-01-28 14:45:00,279.1108552631579
2020-01-28 14:50:00,281.20115131578945
2020-01-28 14:55:00,285.69157894736844
2020-01-28 15:00:00,289.4381578947369
2020-01-28 15:05:00,293.84539473684214
2020-01-28 15:10:00,288.400701754386
2020-01-28 15:15:00,287.0722039473684
2020-01-28 15:20:00,277.42450657894733
2020-01-28 15:25:00,268.26701754385965
2020-01-28 15:30:00,276.32417763157895
2020-01-28 15:35:00,278.16973684210524
2020-01-28 15:40:00,263.07298245614044
2020-01-28 15:45:00,271.05246710526313
2020-01-28 15:50:00,283.31661184210526
2020-01-28 15:55:00,258.47438596491224
2020-01-28 16:00:00,283.18980263157897
2020-01-28 16:05:00,282.2578947368421
2020-01-28 16:10:00,288.36298245614034
2020-01-28 16:15:00,290.14490131578947
2020-01-28 16:20:00,278.33667763157894
2020-01-28 16:25:00,289.71403508771925
2020-01-28 16:30:00,288.23930921052636
2020-01-28 16:35:00,289.1478618421053
2020-01-28 16:40:00,282.537894736842
2020-01-28 16:45:00,289.55608552631577
2020-01-28 16:50:00,283.13947368421054
2020-01-28 16:55:00,281.05298245614034
2020-01-28 17:00:00,268.6034539473684
2020-01-28 17:05:00,258.78963815789473
2020-01-28 17:10:00,272.5621052631579
2020-01-28 17:15:00,279.0097039473684
2020-01-28 17:20:00,267.1345394736842
2020-01-28 17:25:00,266.5549122807017
2020-01-28 17:30:00,268.8911184210526
2020-01-28 17:35:00,272.8700657894737
2020-01-28 17:40:00,284.749649122807
2020-01-28 17:45:00,288.76874999999995
2020-01-28 17:50:00,298.9144736842105
2020-01-28 17:55:00,273.48543859649124
2020-01-28 18:00:00,304.65888157894733
2020-01-28 18:05:00,312.9222039473684
2020-01-28 18:10:00,312.1063157894736
2020-01-28 18:15:00,323.6027960526316
2020-01-28 18:20:00,323.55476973684216
2020-01-28 18:25:00,344.96350877192987
2020-01-28 18:30:00,341.80526315789473
2020-01-28 18:35:00,344.70476973684214
2020-01-28 18:40:00,346.8524561403509
2020-01-28 18:45:00,346.3569078947369
2020-01-28 18:50:00,348.4337171052632
2020-01-28 18:55:00,346.2473684210527
2020-01-28 19:00:00,337.20986842105265
2020-01-28 19:05:00,343.98618421052635
2020-01-28 19:10:00,338.9270175438597
2020-01-28 19:15:00,359.9251644736842
2020-01-28 19:20:00,347.67648026315794
2020-01-28 19:25:00,347.4328070175439
2020-01-28 19:30:00,358.3851973684211
2020-01-28 19:35:00,368.65508771929825
2020-01-28 19:40:00,359.3023026315789
2020-01-28 19:45:00,359.9417763157894
2020-01-28 19:50:00,368.79125313283214
2020-01-28 19:55:00,353.1784539473684
2020-01-28 20:00:00,354.1414473684211
2020-01-28 20:05:00,357.6543859649122
2020-01-28 20:10:00,378.19802631578943
2020-01-28 20:15:00,390.7963815789474
2020-01-28 20:20:00,368.50894736842105
2020-01-28 20:25:00,376.80197368421057
2020-01-28 20:30:00,382.43174342105266
2020-01-28 20:35:00,399.26052631578943
2020-01-28 20:40:00,389.88980263157896
2020-01-28 20:45:00,380.4371710526316
2020-01-28 20:50:00,388.8636842105263
2020-01-28 20:55:00,399.1310855263157
2020-01-28 21:00:00,385.0715460526315
2020-01-28 21:05:00,389.7819298245614
2020-01-28 21:10:00,388.2407894736842
2020-01-28 21:15:00,395.69786184210517
2020-01-28 21:20:00,393.4673684210527
2020-01-28 21:25:00,401.8598684210526
2020-01-28 21:30:00,401.1496710526315
2020-01-28 21:35:00,414.3322807017544
2020-01-28 21:40:00,404.0149671052631
